version,train_time_s,test_time_s,KS,ROC_AUC,Accuracy,F1
base,290.78737062506843,7.88048599998001,0.11833798558167691,0.5744479557718617,0.7481190150478796,0.07066246056782334
tuned,258.39712687500287,7.780656791990623,0.11833798558167691,0.5744479557718617,0.7481190150478796,0.07066246056782334
