version,train_time_s,test_time_s,KS,ROC_AUC,Accuracy,F1
base,42.1005542089697,0.007385540986433625,0.17359606814684223,0.6076815757420415,0.6304719562243503,0.07213396307428081
tuned,74.29737325001042,0.0009814170189201832,0.17004097937902646,0.6060681364228847,0.6326949384404925,0.07413793103448277
